prov|kabupaten|ppat|ppats|kd|yd
 Jambi| Kabupaten Sarolangun|14|0|K8Hq8DeMXbPlsaVvr5nWehFiiY2AdHaz3ogmvIdFxfmvWaHJ0A3ahJWpFr1+E4UM|LvbWdHmvhIFgCbOQGCBjudWSmvYRhlke79sSMgzOSv4it4ogyzasUy/MtQBj6P2x
 Jambi| Kabupaten Tebo|14|0|K8Hq8DeMXbPlsaVvr5nWehFiiY2AdHaz3ogmvIdFxfmvWaHJ0A3ahJWpFr1+E4UM|QxLeUKMyJrNl6kD5JRgODuM0fJh8Z7As8BuuLhRG5ifbK3y4vtPjnowP2Wwmo/fO
 Jambi| Kabupaten Muaro Jambi|42|4|K8Hq8DeMXbPlsaVvr5nWehFiiY2AdHaz3ogmvIdFxfmvWaHJ0A3ahJWpFr1+E4UM|vo44sl3TC65RPKoBf92kDdVFtyHbTXRwUppoQAW6Bc9DuQQslljPRd7KK9zjC+r1
 Jambi| Kabupaten Tanjung Jabung Timur|6|1|K8Hq8DeMXbPlsaVvr5nWehFiiY2AdHaz3ogmvIdFxfmvWaHJ0A3ahJWpFr1+E4UM|2SqbLDIdpEUi0wlIr8dAXURnAhd3rPf+LymAfuCTUL6YyYMmh+N+wc9Qolp66OBQ
 Jambi| Kota Sungai Penuh|10|0|K8Hq8DeMXbPlsaVvr5nWehFiiY2AdHaz3ogmvIdFxfmvWaHJ0A3ahJWpFr1+E4UM|2SqbLDIdpEUi0wlIr8dAXbBT+iQYT7SiskaL+0xLRIjtaZOHRru6CfaLXkoAhvDY
 Bengkulu| Kabupaten Rejang Lebong|13|1|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|8MRjVa1QVGFspkyaXtQBXU0WMgUGDdAmuBr/ZPmIGHI0PH4A9Ug8qRGj5oG5R+wF
 Bengkulu| Kabupaten Bengkulu Utara|12|4|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|qQwDB3lZtMPZ0EqC+xcgn7HYbxbZUoC9sH69pR8QuFwQXsr6UzkLUA/mCOo3Za66
 Bengkulu| Kabupaten Bengkulu Selatan|11|0|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|WtTabeD+6esLQ1imfJPXhXLeS+XN6x7Pf31r2HgLUKtNXQJHJyn6TzGCqLPqf2d/
 Bengkulu| Kota Bengkulu|41|0|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|vOpIznxtdUhDEXN76qGW3P4aK27+aDRPFrFTvQR46U5HRTLr2FCwDTMDNMD1goWt
 Bengkulu| Kabupaten Kaur|6|0|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|c3Y+58iurJzlc03/eBsvg2csYphVvghKIHZQrhu3a220gAtIs10P+EYS5svhaKz4
 Bengkulu| Kabupaten Seluma|12|0|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|SjXsQy79A4Mm4qzb/suLHKLO26LOqxA7wyonetUX1nzNs4MBCKpbAKZ8IENCG3AO
 Bengkulu| Kabupaten Kepahiang|5|1|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|TOKI4DGTdZV0dl6i2kICNbu1YPiD0qaviE8enFa6Prlf/MGap/vVV+4wWusVGifA
 Bengkulu| Kabupaten Mukomuko|11|0|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|UJG6QBOkwJUwmcAq0lli7UiXLnmxR0yrQ71DYbvX+1Jv0i0ZGF3BwfmlaGMXQ+BD
 Bengkulu| Kabupaten Lebong|3|0|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|65ynyAijG5eGyt9wycnYH1jO0tZeqRx7Af6rZNSjnW2tvr8f4n9lNQvF1jjebHQG
 Bengkulu| Kabupaten Bengkulu Tengah|8|3|rtLgk6nxu2K8QrZxy8Ga4y5gAGm48xJ36/O2j0Z4pPw2l8DXdKK891E+6wVqwt5v|qnIZ8yZDV11XBNg3pkTtmtI0xQToqVcxJxRr0TDq9UXLv1v34TXI/Umq9076V37b
 Lampung| Kota Bandar Lampung|171|9|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|O/m6xa8Wi5joc7O3Ngpx8Phlme6Si93iY8d/aBO9ZhblG8mHfzKNMJayb94qqUBm
 Lampung| Kabupaten Lampung Selatan|46|10|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|Wu4TXLOXN4YW1rmTOJ6DTeEjC4AHMrQMyWs6GF3F4N8sZSxHu2kriFbLcvspMC2z
 Lampung| Kabupaten Lampung Tengah|24|1|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|hu+VgHQ8d3QZvWS2+vpfZzzQY1DWSlZulRiQzEbQsKF0eRP5ueleniL2lyZSnfWt
 Lampung| Kabupaten Lampung Utara|14|1|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|+NCY37SvPwWhGYqyIZELNgfeS6YyOIb/yNJQYBH2eCq3BDR9xpBVkjVIQ3KkQ8bS
 Lampung| Kabupaten Lampung Barat|10|1|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|JbFDTeGCvKDu72sZWSUtVlwMCEG+LtcdaH18DnWp7+FHQr474QDQLpli92sxSLed
 Lampung| Kabupaten Tulang Bawang|9|2|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|nJ6mU5aClpC0UpcZeiIcrzeQGCsoy+qgNhyM8CJcux/EwfFTGddKgirP94PMWzDU
 Lampung| Kabupaten Tanggamus|13|0|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|Ao3Uxzs1m7icGTho2NO9gQSYZjEmjfEJGQoXxDOSMRzbWbEgPEf43QhSJiVfnIef
 Lampung| Kota Metro|19|1|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|BIeuFpky8+IG4uh8EcobzS/s3boQxgpfaqEjyzvOfcklkZddTL2kZ/ngFiha91lf
 Lampung| Kabupaten Way Kanan|10|5|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|LXWc3qUypxEX5p/tcQAWBmG9bm72InO7pgB6uZrsAwT4k3X0QZi40pQx2Nor2mZi
 Lampung| Kabupaten Lampung Timur|11|0|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|KuHQpPI1syDpx28cHLZr+F1dd+N5x9ddv6qdoJs1eve5q/QNZt9YMv1ben7xGTAp
 Lampung| Kabupaten Pesawaran|18|7|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|1OWuyhTRU18Jz2ItPLLO9VhCK8xXsCCM9tl2TlxNTYklrvjhxAkEnclS4EUHilhM
 Lampung| Kabupaten Pringsewu|16|0|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|1OWuyhTRU18Jz2ItPLLO9T+5ovUSKCgU+d2eOJFuPErEP2dA7pqB/rQWJPT7zRxU
 Lampung| Kabupaten Tulang Bawang Barat|7|6|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|sBY8Hlg0G8K/DTWCQv3EBjTUuA0Eud2SDOxRaXfilwrmxczP7M5jApKoD1Y7P8qf
 Lampung| Kabupaten Mesuji|3|6|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|sBY8Hlg0G8K/DTWCQv3EBp0A3o99BaH+mrvi+IKWQcGo0yWqP0wK/HU+nyPdrp0M
 Lampung| Kabupaten Pesisir Barat|3|2|fW7zVvA71umLb6i5XqRQPZ5tCQ9073Qn2f38AplfcI6bRDjyXM/GzkoR38okPGqd|sBY8Hlg0G8K/DTWCQv3EBiZAxOXW4hdZchhrTjcSz2i75Lhdr8rtyyH9Z0oAZF+a
 DKI Jakarta| Kota Administrasi Jakarta Pusat|131|4|yTI9hO1KMl1BbYPkY9VvhU3Wo3YN7vZSkKdKY56BdUt4++rjMkBl41TbMrjJXrJn|Yb23WBZi6RSBLhavxm8gyD291udRYqcGuAvgxQZ/xjDQxo8Hdoh9ROrxulmzx89J
 DKI Jakarta| Kota Administrasi Jakarta Selatan|305|2|yTI9hO1KMl1BbYPkY9VvhU3Wo3YN7vZSkKdKY56BdUt4++rjMkBl41TbMrjJXrJn|P/ff2AVqV9hiyO44UgrbfwvaRov7hdN1qLs64Gw2vWKqs4B5r7nng/idm8iJ2Gib
 DKI Jakarta| Kota Administrasi Jakarta Barat|171|0|yTI9hO1KMl1BbYPkY9VvhU3Wo3YN7vZSkKdKY56BdUt4++rjMkBl41TbMrjJXrJn|cKAqSaZAnM4ZH5hWPjU9lv+qR2FPE/lwPVoOgRdrXEepPnFRCy4JO1e6TAc6wTZA
 DKI Jakarta| Kota Administrasi Jakarta Timur|173|10|yTI9hO1KMl1BbYPkY9VvhU3Wo3YN7vZSkKdKY56BdUt4++rjMkBl41TbMrjJXrJn|rpMlWUy5wbxae+uhwjtRBc99O+I/wdxQ2ti1Gt/+VeffX9ir7lmLXj0iz4l2/0T4
 DKI Jakarta| Kota Administrasi Jakarta Utara|126|1|yTI9hO1KMl1BbYPkY9VvhU3Wo3YN7vZSkKdKY56BdUt4++rjMkBl41TbMrjJXrJn|KUJFnJX8EXAXA2KzlsG9fcNB6kVIwiQgMd8AaWbwNd9SuQ2TbdKGgPz+36VUbq8O
 Jawa Barat| Kabupaten Bekasi|284|10|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|c0lV6L68hy21KuS977vRbGDXu8gZKi9ULNz8R9oYC0+VpBROWRYN0BZYHRV2nzpe
 Jawa Barat| Kabupaten Karawang|322|36|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|dOICObyZxI7fha3ciYoWjYe1O8bMJTh6Pwu/OzMXq3/oMRfc7jpktQjA9nhY20ZI
 Jawa Barat| Kabupaten Purwakarta|101|16|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|aZtcS66W05xfcCtdMmGEBJ9tcgd+wj08OaqH08Tc2xm4vPnC2TotwEOpj19sR9WS
 Jawa Barat| Kabupaten Subang|120|29|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|jIopUmrNXv+jKE3lbyin78zYf7rbbaHyM8sed247O7dCqy1ngMSyqKv1zUrwuqcY
 Jawa Barat| Kota Bogor|147|7|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|i/vDOtYyUm1es8BN96pVi0w/WsqsPmf3DocPrQeNF5Vy4BGncbltzJBna4wWZv5S
 Jawa Barat| Kabupaten Bogor|492|38|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|S5sJHzGE/jnVl5h3KT7xqLiM+3mvoUw00EM9paaVpX2oAg9o0+8LO2mzD21Ueft2
 Jawa Barat| Kabupaten Sukabumi|130|36|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|2C6eteLcjhsluYWKpcS5Q4VjfDblPtTmXCpOkVHN9aQJB8swYJhs+dTbfifZeky9
 Jawa Barat| Kota Sukabumi|64|6|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|6K8Ll1DrcdOKotRCvDGEtqjew44q8s466modddLbSXSYuYSJiJFKAcLUXOl2tFE4
 Jawa Barat| Kabupaten Cianjur|118|23|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|6TGe8AvlcNBJZN2DxSG0ZtHIqdMv3444u7JSVXtvfHtQgF6VFtrPSiGl0t/pkATl
 Jawa Barat| Kabupaten Bandung|410|31|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|q3CvlM3T7wG6QYzQ/hYt5DTuIS8dSDPAsky6JyA7DkJ+o+qq7eYHbtbcp49O/SAn
 Jawa Barat| Kota Bandung|216|14|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|ybukyH+6hxRJQ1QAKVHVCFomNGmov6QIyd07H6iN1nrJ1ge5b3wr+Ehn2M5oIzX9
 Jawa Barat| Kabupaten Sumedang|105|11|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|u7q+YW4XCCXMzeOVbxPI1Q7tMsjSsFlbMQo/h3XyHbvO61guCAkDiFrLhMux3dCr
 Jawa Barat| Kabupaten Garut|66|34|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|PyzBOilCobiSMTL5M/LMkuNyTnNYfqUNxGt7hMoJrywP/u9/vnaDT/D0LV18GaAK
 Jawa Barat| Kabupaten Tasikmalaya|31|0|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|oVH50sbotVl0ti+j8FIEjJV9+3+XkrRWndSeDx1+IM4Ak63sdXeH4YYlDXnOiovP
 Jawa Barat| Kabupaten Ciamis|20|1|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|wKwYB0zkQMiG4Vs18Bwb3tU53d2UfYGpPMhQwqzoOdpmQGKxBZJR928nG8ChdFJH
 Jawa Barat| Kabupaten Cirebon|157|37|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|DaZl4wEcXeH6efHibXjTTKlWP4f/9g99+s8kmdXbbvym6I9Sfe8dGTxzcQ3M6jsH
 Jawa Barat| Kota Cirebon|69|1|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|waCvxObdj/EcLHeAGqSePOQU8dJ60vJ8Eta/OupFdM66ymRjO3dA0HB3ZM/egJMS
 Jawa Barat| Kabupaten Kuningan|37|22|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|nvR/eeGgU/ENDw+Ev1xLxyWTmmPOlKyNLf/6Q1Kph2+ubSB6u7dFp7Oa3awrmJr/
 Jawa Barat| Kabupaten Majalengka|62|38|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|/Gw4DqPc4KEvATTw7Xzb3YulwgoVTmV4jgoA2dXmePyLFsN+I8g5YZeNiHSgyprO
 Jawa Barat| Kabupaten Indramayu|61|11|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|InwpP2NvcY+v7QAQoSrz4dCTnVjqNT0cUuHnrSal+tEcT8G6Bf/L2jGvNT9uQ7ZT
 Jawa Barat| Kota Bekasi|336|26|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|aiGhLMSkq+qMBtsX1TWjGu4uv2k4ucKSoeyJQX3k15qVfYQlLFNp8o3/ZQsc0sHm
 Jawa Barat| Kota Depok|233|22|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|UbasZ/F9/Jmg6swlw+x9AsX+U2A1SW/JHMHEwyN5Lyby0EOODgHLtLbC2sihWnts
 Jawa Barat| Kota Cimahi|90|4|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|15+onkWrJ0pReRhTEMWah6Q593CaxY3GFan73LQppvTFTxnZqnAYk/wvEeNeLI2z
 Jawa Barat| Kota Tasikmalaya|58|13|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|/fKycKCn2QWkDZgZW08jQkE7Vk4t5betHNDPjfcw5kPhdrAGOpzxyzhMcfP6rFQW
 Jawa Barat| Kota Banjar|14|7|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|iju4bf+p3NnfMR3a+4JiIBZWSJYxG7tTppwNZcT1N5O23KiwZ8amIsQ10Qqp0ezD
 Jawa Barat| Kabupaten Bandung Barat|185|15|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|Z+K4W7DmtvNP8cOYiu/dK4ajv+ZNAiOq25C8NnT495L3dUWwL8OwAAiKdTX0UwZ6
 Jawa Barat| Kabupaten Pangandaran|14|0|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|wKwYB0zkQMiG4Vs18Bwb3uodKxEt9CGvEBQI8cO6mk0YMZMk8e9XonbKM7Jaa984
 Jawa Barat| Kabupaten Bogor II|10|2|MHrNjSvwIaWwzwz6KT3dlguiHTW9na89B+55iDWZk98U82vhydhX8wAm88Pq0RV9|HeX33lW3g2HcGZmQ7xOXPsC402PtiIx9/+D/FXZb8eidKMdBKVR//IFrxVSD1+V8
 Jawa Tengah| Kota Semarang|163|12|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|WZvknTMYZNnvwtVKfi8LE75ys5BwBgENxbvxlf+QTheBUNH+XuzvNGt7YEUst5bk
 Jawa Tengah| Kota Surakarta|91|1|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|On0gqCpfV8sSAtpUnqMojOfp81ArUdW6lgQG435/fBAhSb50DTQPhuHu4/fJhyz2
 Jawa Tengah| Kota Salatiga|37|1|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|hY8Qzah40x8o5Bzip24GJj/gfP5+hXfUDHx2AODLOX6secl30/hT9I+Om8L82A5s
 Jawa Tengah| Kota Magelang|28|5|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|JTt1oegmE1LCzrTclecf5o5PrYRrlJRQI+Ol6HSEGs5SDjP/6jYvgPMr3Te/bPxZ
 Jawa Tengah| Kota Pekalongan|34|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|He14q3yN5RF6Zu99jVPVj2Ib+W1Pc+Z6vUufLBhgspXsYTVIFGDP78UtAP83XgAz
 Jawa Tengah| Kota Tegal|34|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|UefNVAg9+McrhwyzS95DYL5+NAuCCjM0hsTcFPJp739MMrHCkF6Q7g/pYRRBH7rb
 Jawa Tengah| Kabupaten Semarang|152|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|8UZGMqKw3QCYnGodPkf8e2mKoF2mkwtcoHnJemmI/fElZwcNUberKJ3pBUhcfTE5
 Jawa Tengah| Kabupaten Kendal|124|1|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|+WvzFmxfKszmVmXGD+drjLh6sgNyFjGj7lLpfTFnL7f+d7SYb7kp3bbSbRvJeW9j
 Jawa Tengah| Kabupaten Demak|104|1|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|LTAyZv0prc1SRW8/LfzIOyggP01yqkecRqywrw7uGlD0vr7F4uu2X7O3RGgNdQwX
 Jawa Tengah| Kabupaten Grobogan|42|5|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|UM1eCrGnnwQXL8VdxZtezlFzMIYITnS8h6O8yd+XUg8ycui79UBbo8ne2c+HlaVa
 Jawa Tengah| Kabupaten Pati|59|22|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|aEikBY0dvhu6VWMt9C1cVJYWPXghYLUEb4kQtWynwS4GuzbggKlugTEqeukl2cvw
 Jawa Tengah| Kabupaten Blora|28|2|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|CiEh7rZkPG9YIb66ddwzPMfstjwPXWaAn83Db2LJwKhiZ3kFHOhelDlj+logCl68
 Jawa Tengah| Kabupaten Jepara|49|11|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|vraxtON3LRQtMJtOtnv7klIhFKqUXwNKBb9awjGVx+Ptta8LUKLKDkYAkFYtXU2V
 Jawa Tengah| Kabupaten Rembang|23|7|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|mudEH3yxXPiwOXVvuFbyvgI1FlQTVPTjJ5dmSUioXq8rrPGQ2DqnY0WyUkTcWSXy
 Jawa Tengah| Kabupaten Kudus|83|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|NDdVhe/w33QCdW4089zOrGTzzfgavJEuAmi5eT0m86Ho4N6BT8NQ5/IzdevjEsIc
 Jawa Tengah| Kabupaten Sukoharjo|162|12|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|mFwL82F4GBNy9EVu/WEeym+PBDkQ5W+og0jDl4R2DJzApgMEofPdWC4t1GaOwYoK
 Jawa Tengah| Kabupaten Boyolali|114|3|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|1UHDleO8+Dfs7iedSRF33g9T6/PqK+I1ZUF5Cqae8fvTVsCHHm+CJtZaFDsDCjiC
 Jawa Tengah| Kabupaten Karanganyar|116|24|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|XbDgFM/Cjsoo9sdTNDZGskbooB6Pk0nas55djR1Upa1UVP+MpoUxEohUtURoZn9h
 Jawa Tengah| Kabupaten Klaten|140|7|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|DwEwsQYCZmUUIJEJaEXr+c9LJYQrBPk8lJFcpkWiUQ5Sok5GblnHmdgG6CcWcLFL
 Jawa Tengah| Kabupaten Sragen|57|24|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|Jon4w6fog8OjgPtdtNV+JvyJ7/7HXIPDRdJHFmgMeb8+ptjIxIBb4FtpQNz9gMXk
 Jawa Tengah| Kabupaten Wonogiri|39|21|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|9VG3PrRmxIfK482CzWwfdlWLhEKmNhh/xidHJULRDNZTNxw+/WN2i6ote5K/6PF1
 Jawa Tengah| Kabupaten Magelang|97|40|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|3Qb4fTuEv00PJy4uUU4emiNRjo86HhSSfWbxs4sK0CzL22z723Z/W7nWAmnbsree
 Jawa Tengah| Kabupaten Kebumen|32|1|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|ftGr5PWRUh08TTxqA3PdBNK7Sf8L7tCfdUPB29Os97gy04Xn3Oud3iCxo6a8FbxO
 Jawa Tengah| Kabupaten Temanggung|36|6|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|0Oa6TeAGIZxa5iDYuYFycvEsMt2enxABlF1wW0g4VLqfbMi3vr4VmDqTHVeH10vl
 Jawa Tengah| Kabupaten Wonosobo|24|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|R6uXw7Vfp6oEhAQrroX0wpva6vwfGler3TWD/iXpF6rmvLiEamzAP50+PjO8OTDP
 Jawa Tengah| Kabupaten Purworejo|46|20|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|7mKhhArh2NrU7wNglk1DwW1DQN8sc7Yvt6zBYRoC+b6zsibU6kbHb6kIiH5kE+Rp
 Jawa Tengah| Kabupaten Banyumas|116|26|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|dbz34Z+DsLjyIvf9rT36cO82PwX29XkZv6KLe71aMgYn0sA4MUiVi6M1XR0nCwDz
 Jawa Tengah| Kabupaten Banjarnegara|20|0|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|oGXnWwSfy5tGeXaGPOdeARAlKpaECnXXGguPCXZubKJMH0w/94JY6LiOH/0WzW5H
 Jawa Tengah| Kabupaten Purbalingga|38|18|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|+Y8QrlYGwnfGlGFJ+rW32yOhsgt9yM8lJm5NURwABDGe7+K3ahWbNiOQuadDcPLp
 Jawa Tengah| Kabupaten Cilacap|54|2|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|sE7EE0rsHTgoov7A0bvedAb8fH7jGOdlZAvfOHgmBqfbIV7NoD+YKSGUPQoLA+uF
 Jawa Tengah| Kabupaten Pekalongan|51|3|E65SFTLf/A7JiLJ1wXl8gIg+YwhvS//4+8YWQXm/OKZxhO16ZMIPDyurbkpYRDQI|Onb9LmBono+DAiVPKoLEcD06wVkkdZSaq96TkoC9nEhVMhDcablv1pgajhh9fLOQ
