prov|kabupaten|ppat|ppats|kd|yd
 Kalimantan Selatan| Kabupaten Tapin|5|1|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|q+2XcnxEU674kSwcQYMXoHsaIGTXuIPQ6Cs8VdOfy62FVQtkskBxDaxwiTSmF3yV
 Kalimantan Selatan| Kabupaten Hulu Sungai Selatan|6|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|4D5J84ywYdZQYPe6fhNnUiLXvtyiTyhHmUeU0KhxQXYqPizsttYORWwedlAXmaOz
 Kalimantan Selatan| Kabupaten Hulu Sungai Tengah|6|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|oCz/eJyuBkrxz/2BANo6ZY8+xN98rsWYz0Ym0TT5rZzkxaUdO36qiNfX4LkWkww3
 Kalimantan Selatan| Kabupaten Hulu Sungai Utara|5|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|QkzVIQfmoGVOtolkTYO1mvmSaUjfmClwm1BZLF0I+5LrLMthBpKrKqHsIxhDPNx7
 Kalimantan Selatan| Kabupaten Tabalong|8|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|7yQKyj/DFRg22CwjqtNKOFgVyGbyGxCw70SjbIX8viBM0AVfYjDcxDOMENXpi7nG
 Kalimantan Selatan| Kabupaten Tanah Laut|12|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|aPv5vKw2Fu4wQdwRJ6rT3Tz8yMaHCFuNwP4O4ommex9DD8uMsoZaQKT/RUyYEFpU
 Kalimantan Selatan| Kabupaten Barito Kuala|20|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|j6s06cnJCq9UGOYFOvBiiaeQwLk6kkUlrjZHDCj40rQ5MY0+x5DAKvAb/QTzxZ1o
 Kalimantan Selatan| Kabupaten Kotabaru|8|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|UNL2PnB32VudP/T/Zgk9Jju33Ffsk4Orc0JZZlYWKFxeAya/T9JNUmOfl9TixMMR
 Kalimantan Selatan| Kota Banjarbaru|44|2|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|YnAnCNMPEwJ21Ok3GjC33KLvGuMffagVYi1X9VFHX0ZrlQe32lBrVKGyKbfXpIaP
 Kalimantan Selatan| Kabupaten Tanah Bumbu|11|0|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|WwGCRRB/Dn0FOR6CvfNuDTEbVD++gcyZAWTkn3+XmggKQB0w3/ZXzJbPtGftjrws
 Kalimantan Selatan| Kabupaten Balangan|9|1|3vdlYvnShyjLRM4D/EhVj7lOIyVc6mGAZ2z+zsq6E+juQ+vycYX7zacBgfIpchy9|IbSroCXBSVkb5x6f88pfJFglkXb9FHgwVGDuoz+B6ToftkWnKNX6m4vUJs8Fowss
 Sulawesi Utara| Kota Manado|68|12|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|P/mzuXzNfhF5wgKNajIqTptp2LJ0JsvElrIx6vsDd1Pc+sI/YxVCahKoHHzNBt83
 Sulawesi Utara| Kabupaten Minahasa|21|17|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|2nVJYygnEA9NHPj+YMJS03CByAhu6XfUeUWvLYBQSoTZNwv2jZh42o/7CPWEbJow
 Sulawesi Utara| Kabupaten Bolaang Mongondow|8|4|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|bIHNJMyIFNRZFp36h2DW8lypG8tiop6d6H7XO8l7iUYq3NVK7dabfPi4gUdlw6Nq
 Sulawesi Utara| Kabupaten Kepulauan Sangihe|2|0|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|nyoWbqJodO68/BUO81XqKlaqT3cnYZTFtYPXd0UKQCmAGHv86OrIFRakEZrVBzvY
 Sulawesi Utara| Kota Bitung|20|12|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|1Lt7wQUwsN1y5M8BGVJgtDanasiW9JcwS4Midocrx+bm/HddG6/I9iHIUm3rImGy
 Sulawesi Utara| Kabupaten Kepulauan Talaud|1|0|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|FWbMXw70sTu3RnxvR1Itp1C3Xjn2gM0eJ/CYmI6Lq2VUKEBAcVyXVvig/l1OuyFJ
 Sulawesi Utara| Kota Tomohon|13|7|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|mpaMgVl4tOGcIxs9aNLlHDfgj9YkxRwDBiDM5vNv516mLLCwhFJqlMCT6Q9yMYAV
 Sulawesi Utara| Kabupaten Minahasa Utara|29|13|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|WepotRr8JTsJKi+xo9cFV9bdl3WN54LpZSUIuekdJFOp1WeWJwrxVsQLEEKBycI3
 Sulawesi Utara| Kabupaten Minahasa Selatan|8|9|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|uP8lUcm57Eeg4fKtv3FM7/swV7oXUj2hmUt9m9E6UucsE5sd5lNoz4qCJFvcoS7r
 Sulawesi Utara| Kota Kotamobagu|9|5|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|YGphichZ/OyNeIir6Ftcn6ai0RqN0rFOojKmYUEO/dCcyxvPA2+e9F1gEwuAVhZj
 Sulawesi Utara| Kabupaten Minahasa Tenggara|4|0|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|WepotRr8JTsJKi+xo9cFV2de4g9ZcplYxYYsUH+nNfoii3IClddmaEdbAOvs1xGh
 Sulawesi Utara| Kabupaten Bolaang Mongondow Utara|3|2|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|bIHNJMyIFNRZFp36h2DW8sUf5gnvGwpJiGpp1Uty2/Ngrmu06zYHh3iUfLXzv9UT
 Sulawesi Utara| Kabupaten Kepulauan Siau Tagulandang Biaro|1|1|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|qKzRVeSWKP44nPyIWKdyppRHs9fqKUX5hSue8v2Kj5D3EdmK8wghPF+nAeKdfqbS
 Sulawesi Utara| Kabupaten Bolaang Mongondow Timur|1|2|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|bIHNJMyIFNRZFp36h2DW8gFg8u+8epgqPPR0OxnnjHrRBdOKIAnXfJSoK2Trj2yj
 Sulawesi Utara| Kabupaten Bolaang Mongondow Selatan|2|0|6n4sRr3OB0JTz3SNkzYxco51ncgCo7NvVqCmm5FFed4SGUqkxGb0I04S5gYXIKgX|bIHNJMyIFNRZFp36h2DW8rqxTFUVorISDr7GuVBgu8DB4JmBHawhsHi9FUksKX9y
 Sulawesi Tengah| Kabupaten Donggala|3|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|Pan0f1hPXxsl0ORj/8s96d1t8BSKHhN06IVXUkMobeboJ5/Ca/hblpctqsf0OciN
 Sulawesi Tengah| Kabupaten Toli-toli|8|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|yyM9Zwl+FVEIAsCCBbk9T8wU5p48TAu4PAwDWHuL8YNMb/N0kDw3g6ZdH1Vcj1Db
 Sulawesi Tengah| Kabupaten Banggai|19|5|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|JoforKJ1CkU3+uRk4MrnJ3nwdr52tYxbXbxNw0Uq3QSLBfKE9s/HS06Sqz0WhAlJ
 Sulawesi Tengah| Kabupaten Poso|6|1|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|pdqLmJ8izKOQLQOleAo+AplvoWpPY06P6EHKPLv4DP7xZtuYrlPrWNd2tHa/3JNR
 Sulawesi Tengah| Kota Palu|45|2|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|8HWta6bml/XqZj+1BAy7Ge21gJwukKrbDumhDC6bNImChtFTVryzemaur2K4Va+8
 Sulawesi Tengah| Kabupaten Morowali|8|3|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|Bi4uWwCzv0Dcc+YIgxxudUFouWF+d4+x3Fn0gI5rYaeO8aZc/6mMLT4ydnvvjWRR
 Sulawesi Tengah| Kabupaten Buol|2|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|Zx0U2eBC9skPsrU2jVVqWnN0J2oa8E4Vhwlsz3zuQrIZiU/qyIdj+UdHKmgoGKzv
 Sulawesi Tengah| Kabupaten Parigi Moutong|6|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|XorCMi62VYHM6WTR9L1qtLeqY9D9b2PrSzftdCA7UYsmdRmMOpj3dVUsmdFPMf8O
 Sulawesi Tengah| Kabupaten Banggai Kepulauan|3|1|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|0fg96cUJ9qM0w7UVkiUXj1XtuVTFkybAdhLBdVdBj3PEwGGeS3L4RRPKrFiOm4rx
 Sulawesi Tengah| Kabupaten Tojo Una-una|4|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|eF053Jz3U04E6xxhT7YbFsTA+p/yNnCNlRWWKDNh87VjwDzIkxazzJuUvi49HAJI
 Sulawesi Tengah| Kabupaten Sigi|11|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|OEMbcbmnKkWlbr62GhrfLMGRycYq41zPen6TwxYsHQ+/WKTlNUZKRiJzmL0Wm5m0
 Sulawesi Tengah| Kabupaten Banggai Laut|3|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|C2Rtbt6peeKpWoG2kJJRrJbGvXAHePqbMRSbdvOaJEH+pN7asrelfvlxE1B33WVq
 Sulawesi Tengah| Kabupaten Morowali Utara|4|0|1XOZRS6OjJfrSvSHXEFgiLlz/du/xXiGmZubSqf4JzIMorcvdXBmYCwrH9vulQQ+|r7S3UcbTVKbpilPiyoG7W8mgGglJhMzhUurUUudUcXSxqQLvOV5K13Mu4CRt/F75
 Sulawesi Selatan| Kota Makassar|35|1|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|9hIUO4xCiG6n0bHDjhTXYzYNMaZCz5xb0chVHy/a/V4Kt5Z52fJ2t4uTh1oBMHda
 Sulawesi Selatan| Kabupaten Gowa|78|12|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|Cnnq64vbCyOqAynLON+3yMg7+Nxx7SFFbr2tTXsh3iPTmeQGK+Q3J9UjNYbtyKdE
 Sulawesi Selatan| Kabupaten Takalar|32|12|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|FYYBI68hQHVAmX978vwuR+z/XwNV8CcJt0/aG2ukGw6SRnkmDncMZsbrg99wdr9I
 Sulawesi Selatan| Kabupaten Jeneponto|18|1|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|2Lg/yLqjLkdwTNeWeLArqKpZRqxeNBfUXLstZffVVeYIs8QwdttvnEznmfmNrRut
 Sulawesi Selatan| Kabupaten Maros|74|17|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|dLMiEgyI91tAhPhSZB1nTPki1LrLcVjrX1Yd9WwIeREDSQLk8jzw6wjfuZfTeGqL
 Sulawesi Selatan| Kabupaten Pangkajene dan Kepulauan|23|8|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|+5c86qPnI47kMhFzAsOiwpAb0783FpJnR11OnZ3OqCbwIg6EOXJJ2epW/iRcTSgU
 Sulawesi Selatan| Kabupaten Barru|13|5|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|FsO1QG7MXbe0UoxNREW3rkx6lDktcTAGjN1fvkVEIOZbOqi2Y7X9OqFuaRbWzpr3
 Sulawesi Selatan| Kabupaten Luwu|10|4|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|hYV0KVI1oE4uRmGH6AMm6YWpaM5xvz4MmjSON3jm5e0PwArZDFDAjidnVrfff2mW
 Sulawesi Selatan| Kabupaten Tana Toraja|6|2|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|DkKJz4UUANmoWw84dIGdx6F4dI+i/o7OLw4KLQDhEeI3vcXj1Y4oCSv4qgpa1aec
 Sulawesi Selatan| Kabupaten Soppeng|11|6|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|nCP46O/vpeeX4yKbPyLyOStP2+ojQ3N3b1D6UeWv3Hd0exTSTCmfCY5kdo0r9cZI
 Sulawesi Selatan| Kabupaten Sinjai|12|6|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|LbR3zpHHd55FdDIggUJctOXWz91bI4SjpdAAmGXYf//IOJVLRf/q/48CcCWpAYOP
 Sulawesi Selatan| Kabupaten Kepulauan Selayar|4|0|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|R7MrjTbnjA5SNP0WfEvsDNU1BPcaFI7TuyN2FK923uDsUiZQIYY3LLH/DlYwjLYP
 Sulawesi Selatan| Kabupaten Bone|27|8|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|ubNrDkRNQuOvrS6IxtbFQStGIuKFEZk0JCQzqvx5cii8U2/RBtwTibXOwAb5CgzO
 Sulawesi Selatan| Kabupaten Wajo|14|13|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|cWDDigQ4ziTndK/SbtJY39b1kLwWfKbeHoozkb+c62AaICpWGmh5hlcsYvJCS6sB
 Sulawesi Selatan| Kota Parepare|34|5|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|Q2u66Pe87WR/FZanUrtG8czyZNd8fD3gApap2TZVAOfnnumqPYkuajvUAnNbws/E
 Sulawesi Selatan| Kabupaten Pinrang|19|19|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|Ve+R4tuM545Gy3WsrqgXyvzSAuvGu/4EBsMD1rUfJp/qdaZwv+Ig9Z1IC6z2CBZw
 Sulawesi Selatan| Kabupaten Sidenreng Rappang|28|11|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|AF3mx62YZYOvzU0cEEBDPcIyW4SqDdDa5Zvkpsf5ePaH19+P/td9P5hw2+ari1nq
 Sulawesi Selatan| Kabupaten Enrekang|5|3|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|vpcblWxaDntZ8eUkHAI0cwxfkC1T0F+cu/BJhnzpknD+yJduNHa9vHGuvm7OBFrV
 Sulawesi Selatan| Kabupaten Bantaeng|10|7|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|Q4Os48IJx+tG5JDd2wotPcoJ1kJIA6q/vPfY2lvNI+xFw67er6NJxIbfMMRMm95i
 Sulawesi Selatan| Kabupaten Bulukumba|11|13|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|urGU7KUiAP5zTSPNIn8xuseEHIjKC9UONpv3K0798+VRXwYK+x6np8t7FDDYtGj7
 Sulawesi Selatan| Kabupaten Luwu Utara|8|4|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|NRzYtGXHQuKRZfr5m+5IkgVaql76pS5/XJaCXtsW25btd1drozRRGFrSgrxuY88h
 Sulawesi Selatan| Kota Palopo|17|0|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|xqkCt/KIxIY5MZKueycqHKlpqXwDsjo8IG+/DRSALKRZNQ6OlzO15X0D+XK4AhpZ
 Sulawesi Selatan| Kabupaten Luwu Timur|14|8|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|Kir3UhJnOmsNbof6md66nqXGT9s3L26JUS/3ium7CuYhKCNjxP8hoQBqFWjJoCf6
 Sulawesi Selatan| Kabupaten Toraja Utara|5|7|y3eCXThqGaOlmTZX9JZnaXG8T3G9FHLJyErtDurvjFaDq9awpfdd7mqK/U74gE6c|DkKJz4UUANmoWw84dIGdx6LPwAJqKahSNcEnw3HkOftNcx8SK1CSZJhWge0YI09I
 Sulawesi Tenggara| Kabupaten Konawe|11|3|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|B867vs5MgY4gYR+jXlyw2O3GZOfns4kJuWcgQqtz2SoAt+b2QbP73ybGkItvncKV
 Sulawesi Tenggara| Kabupaten Kolaka|17|6|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|nm24nsoThkSafx8XW9QEtgaQOVpews3fNmmTD8s3a1GLpacBacZDWUvzGDzmWfcz
 Sulawesi Tenggara| Kabupaten Buton|2|2|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|YxoqxUxEnFnncdMWsTNg6xQRfA7oRqI6rhN3yhYsG/ftvMf/69/cn29cgivk49tk
 Sulawesi Tenggara| Kabupaten Muna|3|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|mcbIobbZF+ocsmoDan8ugr871wO6V5oLyRzhkDdqFUkXe5Me4XSc3Oys8fOm/7uS
 Sulawesi Tenggara| Kota Kendari|45|2|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|2ZCjnRNyrGvdkjp0wqIyOLQZLVeJEoD4T9T+Xu3kzdbbJaUO0ediQxiAGjuFUj3s
 Sulawesi Tenggara| Kota Baubau|15|1|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|K4zxNe1SXNejXpYyggK2v3RV4MpWrOTgup3FCiqmzZ70cwglCypMJEcCxRC1YrTN
 Sulawesi Tenggara| Kabupaten Konawe Selatan|17|1|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|1lyZMsXmiuMjDIvR/nBpjzauPVPk5QZV/r+VCmLVyaB7j7HbBdu9S5TUjMjdhEgz
 Sulawesi Tenggara| Kabupaten Kolaka Utara|4|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|+ImYQHGEB/umB7C69tUTGzsjRvyg2wjf2vuKVwDsaWVhX/V0wVs7ATSM2Cuq8QxN
 Sulawesi Tenggara| Kabupaten Bombana|6|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|fqS/FetmVTQ5SKfxutHcPJw48lPY93A31x7ZDJu6lpE3MYJ1deWTXR/0VnMjnQnr
 Sulawesi Tenggara| Kabupaten Wakatobi|3|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|fMvJ+M0HR/saGy6FuHYeIkBj+Eujmzwc6ChN9LDjC3OCJSB46ZUZWCzva/kTVY97
 Sulawesi Tenggara| Kabupaten Konawe Utara|5|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|lYr9tGthpxyfoRWgSfeAx+byLjTCxoNJScMc8Af4b7HLlxF7xFrT7egX1zQEhvqq
 Sulawesi Tenggara| Kabupaten Buton Utara|4|1|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|/c5vilzjNJkFwUSbAovTlh4RgaxZbKIGGjJJKm42FN5nqp7UslAPX276eqMzwshp
 Sulawesi Tenggara| Kabupaten Kolaka Timur|3|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|nm24nsoThkSafx8XW9QEtptUWUrgbXPUcDDLOUMrJ2T9EAz0Ywe17XNud3Vj07TN
 Sulawesi Tenggara|Perwakilan  Kabupaten Konawe Kepulauan|2|1|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|6vszIs0pKKLdf0fHydUFLq1O0pPQs9nJtLPyAW2am8CpkR9X1G8AeufYVsJI0cFH
 Sulawesi Tenggara| Kabupaten Buton Selatan|3|0|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|df8en2/C/H0ZkrHx4yTB9ggolhPrpupXwlXj/GrYXlWr4TfGVglIeK24657NIvl6
 Sulawesi Tenggara| Kabupaten Buton Tengah|1|1|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|df8en2/C/H0ZkrHx4yTB9vGluX5YB1Jt0JOL6TTGe4qQ4+e69PxxLby7CYPIhPAy
 Sulawesi Tenggara| Kabupaten Muna Barat|10|5|ghRwbsDYOFplBtA8jEis5cvEOfVCAlTlcH6I2jNWe/U07BKkQy6VIgNnRcz21lHK|mcbIobbZF+ocsmoDan8ughFP0aXP719ZF6nO0ldyQgNyvtQPG5T4Y5N/D9TrdHbJ
 Bali| Kabupaten Jembrana|41|0|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|ADxchk1j0fVmDWwKOVXNUFtMaOlwaWwClFYxydQAMYGH9D8qPeV3uBWWhAVoHKwS
 Bali| Kabupaten Tabanan|137|5|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|+XXRafNKm9ZniXlq19n13O0++s98agSq4Ovv5BDySg5AEXHMYSNThNpQZSFURcLb
 Bali| Kabupaten Badung|171|0|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|BXCoG9n/3A5nOfs4lc7sEL4SZ5JsHivuJtkOC566BWl+I2lsGFCTh0HoMr9aOc9T
 Bali| Kabupaten Buleleng|92|2|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|5frUcVkq8AZRYfJ+nsVktQIawdKE0HXwiziXgLFL+s9FpnEQeReeMWVMfHI27ozY
 Bali| Kabupaten Gianyar|78|1|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|sgYkvNvqQFQvb7saplnGMsrBOUDQ53BpxrlL41wmLbkjf+HaqPrdM08rXcwmKtxi
 Bali| Kabupaten Klungkung|47|5|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|X75BDWsBRx1R2GI5TUIzW+49sRg/ufTdEJ9Fey9Kb3SqwXGGoEQPf9oguigtWhUe
 Bali| Kabupaten Bangli|24|0|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|FyA+DucAYkPHqaGFA5fHFoLlOKPxpmkeF2WGqT7ZZtvDxRkyadS9WEXPmuZTia7t
 Bali| Kabupaten Karangasem|37|3|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|nETzKpF5sURC/6mk5Pml2WOnVxTWgUFvzMH3oT1VEanUXnogv41U3Km4YHGVtSdR
 Bali| Kota Denpasar|162|2|hBuX23vtSf0RmU7Pn/qYLrE7g2Q5gYbEcIJM1zy2S8y7LUbIsZULm+rxtNzOZDbX|hcBWICeLjzaIfpf/0ehxCIs0lX5v1JZ/YWWIrSETfIVNoiVZIjYQwH/lOJQdecyc
 Nusa Tenggara Barat| Kabupaten Lombok Barat|51|9|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|eGmajxVO445LPczTYVeQak4xGpbsdHqh8TWMREFgJfwdso0TeJoYLZMlATcSG9C1
 Nusa Tenggara Barat| Kabupaten Lombok Tengah|37|3|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|CuG3G0r15MTNSN9P2FjTLHHIZR6cbr6fT4ZtnFCKOjjVucfZ6AAoqD3u4mwjsyq6
 Nusa Tenggara Barat| Kabupaten Lombok Timur|27|0|AlZePWd3MwavbgAQbiTjPDKa1j8DO8marrgOJxTkVG1r3FniVSoIbP5G0z3xsIFI|/IJJi/DBEW/D8SO5n3VDMu+WeKdLxD6EVvMtrnJhUqsDapc+0zZgiNAtTCZmj3Mz
